date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 11:50:00+00,27.6,84.7,993.4687,1.227,216.9,0.0,0.0
2024-01-02 12:00:00+00,27.41,85.7,993.8519,1.052,234.8,0.0,0.0
2024-01-02 12:10:00+00,27.28,86.6,994.1158,1.05,241.5,0.0,0.0
2024-01-02 12:20:00+00,27.27,87.0,994.4184,1.018,233.3,0.0,0.0
2024-01-02 12:30:00+00,27.18,87.6,994.5764,0.977,257.5,0.0,0.0
2024-01-02 12:40:00+00,27.12,88.1,994.7374,0.94,247.7,0.0,0.0
2024-01-02 12:50:00+00,27.13,88.3,994.7891,1.004,242.2,0.0,0.0
2024-01-02 13:00:00+00,27.14,88.3,994.7082,1.299,234.4,0.0,0.0
2024-01-02 13:10:00+00,27.05,88.8,994.9839,0.829,232.6,0.0,0.0
2024-01-02 13:20:00+00,27.06,88.9,995.1613,1.043,230.8,0.0,0.0
2024-01-02 13:30:00+00,26.94,89.6,995.3421,0.81,237.6,0.0,0.0
2024-01-02 13:40:00+00,26.96,89.4,995.3371,0.696,221.4,0.0,0.0
2024-01-02 13:50:00+00,26.91,89.8,995.3945,0.99,237.2,0.0,0.0
2024-01-02 14:00:00+00,26.9,89.9,995.4699,0.757,282.2,0.0,0.0
2024-01-02 14:10:00+00,26.92,89.9,995.6228,0.603,257.3,0.0,0.0
2024-01-02 14:20:00+00,27.02,89.5,995.5673,0.757,238.9,0.0,0.0
2024-01-02 14:30:00+00,27.06,89.4,995.3964,0.759,221.5,0.0,0.0
2024-01-02 14:40:00+00,26.99,89.8,995.3573,0.72,243.0,0.0,0.0
2024-01-02 14:50:00+00,26.92,90.0,995.3326,0.521,233.9,0.0,0.0
2024-01-02 15:00:00+00,26.96,89.8,995.429,0.267,255.2,0.0,0.0
2024-01-02 15:10:00+00,26.98,89.8,995.5838,0.265,309.5,0.0,0.0
2024-01-02 15:20:00+00,26.98,90.3,995.6136,0.082,145.7,0.0,0.0
2024-01-02 15:30:00+00,26.98,90.0,995.4646,0.293,241.1,0.0,0.0
2024-01-02 15:40:00+00,26.93,90.3,995.3986,0.045,113.1,0.0,0.0
2024-01-02 15:50:00+00,26.8,91.2,995.407,0.028,34.83,0.0,0.0
2024-01-02 16:00:00+00,26.74,91.5,995.3581,0.023,74.16,0.0,0.0
2024-01-02 16:10:00+00,26.75,91.5,995.2239,0.154,141.1,0.0,0.0
2024-01-02 16:20:00+00,26.73,91.7,995.2216,0.0,92.6,0.0,0.0
2024-01-02 16:30:00+00,26.68,91.9,995.1781,0.112,104.6,0.0,0.0
2024-01-02 16:40:00+00,26.57,92.4,995.1484,0.04,103.6,0.0,0.0
2024-01-02 16:50:00+00,26.54,92.4,995.025,0.124,47.78,0.0,0.0
2024-01-02 17:00:00+00,26.57,92.6,995.0113,0.0,53.73,0.0,0.0
2024-01-02 17:10:00+00,26.54,92.7,995.0154,0.168,34.74,0.0,0.0
2024-01-02 17:20:00+00,26.56,92.8,994.9785,0.0,51.13,0.0,0.0
2024-01-02 17:30:00+00,26.58,92.7,994.713,0.139,97.5,0.0,0.0
2024-01-02 17:40:00+00,26.61,92.6,994.5442,0.082,32.05,0.0,0.0
2024-01-02 17:50:00+00,26.61,92.6,994.2898,0.019,201.5,0.0,0.0
2024-01-02 18:00:00+00,26.54,92.6,994.1208,0.031,34.02,0.0,0.0
2024-01-02 18:10:00+00,26.47,92.9,993.9525,0.061,115.3,0.0,0.0
2024-01-02 18:20:00+00,26.5,92.7,993.9078,0.202,279.0,0.0,0.0
2024-01-02 18:30:00+00,26.57,92.4,993.8819,0.469,280.0,0.0,0.0
2024-01-02 18:40:00+00,26.63,92.4,993.8196,0.619,269.6,0.0,0.0
2024-01-02 18:50:00+00,26.66,92.2,993.6971,0.349,244.5,0.0,0.0
2024-01-02 19:00:00+00,26.64,92.4,993.6896,0.208,285.9,0.0,0.0
2024-01-02 19:10:00+00,26.65,92.4,993.6903,0.186,269.1,0.0,0.0
2024-01-02 19:20:00+00,26.68,92.4,993.7942,0.306,286.4,0.0,0.0
2024-01-02 19:30:00+00,26.7,92.2,993.7366,0.152,285.0,0.0,0.0
2024-01-02 19:40:00+00,26.69,92.2,993.6966,0.417,293.2,0.0,0.0
2024-01-02 19:50:00+00,26.71,91.9,993.6298,0.494,275.9,0.0,0.0
2024-01-02 20:00:00+00,26.65,91.8,993.5961,0.527,253.2,0.0,0.0
2024-01-02 20:10:00+00,26.66,91.9,993.6326,0.288,157.7,0.0,0.0
2024-01-02 20:20:00+00,26.58,92.2,993.6381,0.367,101.4,0.0,0.0
2024-01-02 20:30:00+00,26.51,92.7,993.5574,0.359,113.4,0.0,0.0
2024-01-02 20:40:00+00,26.51,92.7,993.5286,0.43,120.0,0.0,0.0
2024-01-02 20:50:00+00,26.51,92.5,993.4561,0.284,193.4,0.0,0.0
2024-01-02 21:00:00+00,26.51,91.9,993.4166,0.067,231.9,0.0,0.0
2024-01-02 21:10:00+00,26.47,92.1,993.4531,0.316,104.2,0.0,0.0
2024-01-02 21:20:00+00,26.3,92.5,993.6145,0.363,78.75,0.0,0.0
2024-01-02 21:30:00+00,26.23,92.1,993.7251,0.303,92.9,0.0,0.0
2024-01-02 21:40:00+00,26.13,91.9,993.7136,0.393,66.53,0.0,0.0
2024-01-02 21:50:00+00,26.05,91.1,993.6326,0.374,93.3,0.0,0.0
2024-01-02 22:00:00+00,26.02,90.7,993.6266,0.521,95.2,0.0,0.0
2024-01-02 22:10:00+00,25.93,89.5,993.6206,0.494,75.44,0.0,0.0
2024-01-02 22:20:00+00,25.92,88.6,993.6616,0.531,61.57,0.0,0.0
2024-01-02 22:30:00+00,25.81,89.3,993.7262,0.447,71.05,0.513,0.0
2024-01-02 22:40:00+00,25.67,90.0,993.7976,0.505,67.01,9.47,0.0
