date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 00:50:00+00,18.49,93.1,849.0382,0.767,104.7,140.2,0.0
2024-01-02 01:00:00+00,18.89,92.0,849.155,0.373,125.1,137.8,0.0
2024-01-02 01:10:00+00,19.39,91.5,849.335,0.714,155.9,127.4,0.0
2024-01-02 01:20:00+00,19.8,90.5,849.2999,1.077,176.3,142.9,0.0
2024-01-02 01:30:00+00,20.17,81.7,849.2999,1.586,155.6,163.7,0.0
2024-01-02 01:40:00+00,20.48,81.0,849.2999,1.308,212.1,177.1,0.0
2024-01-02 01:50:00+00,20.34,82.9,849.2999,1.175,246.9,180.0,0.0
2024-01-02 02:00:00+00,20.43,83.0,849.21,1.005,245.8,183.7,0.0
2024-01-02 02:10:00+00,20.39,85.2,849.2,0.797,287.2,178.8,0.0
2024-01-02 02:20:00+00,20.43,84.8,849.2,0.672,263.8,186.2,0.0
2024-01-02 02:30:00+00,20.77,84.2,849.2,0.475,151.9,206.7,0.0
2024-01-02 02:40:00+00,21.05,82.8,849.0999,0.656,218.0,217.4,0.0
2024-01-02 02:50:00+00,21.35,82.1,849.0316,1.014,182.6,225.9,0.0
2024-01-02 03:00:00+00,21.88,80.5,848.965,1.288,183.5,248.2,0.0
2024-01-02 03:10:00+00,22.28,77.01,848.8786,0.916,159.8,271.5,0.0
2024-01-02 03:20:00+00,22.8,74.57,848.7334,0.724,176.8,292.2,0.0
2024-01-02 03:30:00+00,23.29,72.6,848.6266,0.826,185.6,363.7,0.0
2024-01-02 03:40:00+00,23.86,71.4,848.4566,0.961,211.6,430.0,0.0
2024-01-02 03:50:00+00,24.25,69.16,848.3516,1.819,167.2,447.0,0.0
2024-01-02 04:00:00+00,24.71,64.83,848.2582,2.048,163.4,426.2,0.0
2024-01-02 04:10:00+00,24.74,65.82,848.185,1.901,181.2,425.9,0.0
2024-01-02 04:20:00+00,25.01,66.11,848.0367,1.464,192.3,434.9,0.0
2024-01-02 04:30:00+00,25.0,69.37,847.9566,1.753,203.9,445.3,0.0
2024-01-02 04:40:00+00,24.22,71.64,847.8166,1.854,219.0,395.3,0.0
2024-01-02 04:50:00+00,23.64,74.52,847.7566,1.883,218.5,392.7,0.0
2024-01-02 05:00:00+00,23.36,77.62,847.5599,1.765,207.5,375.9,0.0
2024-01-02 05:10:00+00,23.93,76.81,847.5,0.829,210.3,423.0,0.0
2024-01-02 05:20:00+00,23.96,76.73,847.365,0.588,261.7,517.9,0.0
2024-01-02 05:30:00+00,24.8,70.67,847.155,0.667,253.0,802.0,0.0
2024-01-02 05:40:00+00,25.91,70.33,846.9734,1.34,254.4,1184.0,0.0
2024-01-02 05:50:00+00,26.52,67.69,846.8317,1.501,290.3,621.8,0.0
2024-01-02 06:00:00+00,26.42,66.5,846.7133,1.463,298.3,513.0,0.0
2024-01-02 06:10:00+00,25.87,72.04,846.5482,1.96,306.5,467.0,0.0
2024-01-02 06:20:00+00,25.76,72.94,846.37,2.176,311.7,446.2,0.0
2024-01-02 06:30:00+00,25.5,72.04,846.21,1.789,300.3,464.6,0.0
2024-01-02 06:40:00+00,25.77,71.29,846.17,1.993,290.9,588.6,0.0
2024-01-02 06:50:00+00,25.86,71.66,846.1033,1.947,297.7,554.3,0.0
