date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 16:50:00+00,23.43,89.1,923.5843,0.141,261.2,0.0,0.0
2024-01-02 17:00:00+00,23.26,90.4,923.3783,0.489,287.2,0.0,0.0
2024-01-02 17:10:00+00,23.26,91.3,923.1658,0.437,262.1,0.0,0.0
2024-01-02 17:20:00+00,23.23,91.5,923.1122,0.498,280.0,0.0,0.0
2024-01-02 17:30:00+00,23.12,91.6,922.8791,0.373,267.5,0.0,0.0
2024-01-02 17:40:00+00,23.08,91.9,922.6946,0.161,284.4,0.0,0.2
2024-01-02 17:50:00+00,23.02,91.8,922.5128,0.322,229.5,0.0,0.0
2024-01-02 18:00:00+00,22.87,91.7,922.3551,0.162,233.0,0.0,0.0
2024-01-02 18:10:00+00,22.62,91.4,922.2722,0.296,248.3,0.0,0.0
2024-01-02 18:20:00+00,22.29,90.9,922.3032,0.254,220.6,0.0,0.0
2024-01-02 18:30:00+00,22.0,90.8,922.3918,0.38,236.3,0.711,0.0
2024-01-02 18:40:00+00,21.74,90.8,922.349,0.718,262.0,0.958,0.0
2024-01-02 18:50:00+00,21.46,90.6,922.3006,0.392,243.8,1.446,0.0
2024-01-02 19:00:00+00,21.39,90.9,922.2493,0.119,279.2,1.818,0.0
2024-01-02 19:10:00+00,21.54,90.4,922.0309,0.149,251.5,1.95,0.0
2024-01-02 19:20:00+00,21.57,90.4,922.0478,0.204,284.9,1.472,0.0
2024-01-02 19:30:00+00,21.61,90.5,922.2707,0.038,207.4,1.549,0.2
2024-01-02 19:40:00+00,21.74,90.7,922.357,0.261,294.0,1.42,0.0
2024-01-02 19:50:00+00,21.99,90.9,922.1889,0.126,303.0,1.472,0.0
2024-01-02 20:00:00+00,22.1,91.2,922.189,0.073,149.6,1.069,0.0
2024-01-02 20:10:00+00,22.26,91.4,922.14,0.082,192.5,1.33,0.0
2024-01-02 20:20:00+00,22.42,91.5,922.0306,0.026,201.7,1.064,0.0
2024-01-02 20:30:00+00,22.44,91.3,921.9785,0.333,169.1,0.877,0.0
2024-01-02 20:40:00+00,22.52,91.5,922.0922,0.047,78.51,0.457,0.0
2024-01-02 20:50:00+00,22.62,91.6,922.1774,0.41,87.4,0.942,0.0
2024-01-02 21:00:00+00,22.67,91.5,922.0112,0.16,144.0,1.095,0.0
2024-01-02 21:10:00+00,22.68,91.7,921.9382,0.042,231.1,0.661,0.2
2024-01-02 21:20:00+00,22.67,91.7,921.9296,0.022,115.6,0.83,0.0
2024-01-02 21:30:00+00,22.7,91.5,921.9738,0.0,171.2,0.797,0.0
2024-01-02 21:40:00+00,22.78,91.7,922.0586,0.002,301.8,0.699,0.0
2024-01-02 21:50:00+00,22.83,91.6,922.1613,0.252,286.5,0.983,0.0
2024-01-02 22:00:00+00,22.81,91.4,922.3571,0.095,156.4,0.836,0.0
2024-01-02 22:10:00+00,22.73,90.9,922.5786,0.031,289.9,1.261,0.0
2024-01-02 22:20:00+00,22.74,91.0,922.5803,0.0,222.6,0.192,0.0
2024-01-02 22:30:00+00,22.75,91.3,922.6706,0.258,103.2,0.358,0.0
2024-01-02 22:40:00+00,22.83,91.7,922.7819,0.616,91.8,0.851,0.0
2024-01-02 22:50:00+00,22.7,92.0,922.6266,0.321,114.2,0.78,0.0
2024-01-02 23:00:00+00,22.55,92.4,922.7146,0.202,120.5,3.381,0.2
2024-01-02 23:10:00+00,22.49,92.6,922.9923,0.0,244.3,8.26,0.0
2024-01-02 23:20:00+00,22.53,92.7,923.137,0.1,133.4,18.33,0.0
2024-01-02 23:30:00+00,22.49,92.8,923.237,0.139,128.6,36.41,0.0
2024-01-02 23:40:00+00,22.63,93.1,923.4521,0.0,174.5,45.48,0.0
2024-01-02 23:50:00+00,22.82,93.2,923.6394,0.19,170.4,57.14,0.0
2024-01-03 00:00:00+00,22.9,93.1,923.6034,0.12,168.1,70.12,0.0
2024-01-03 00:10:00+00,22.89,92.7,923.5762,0.759,239.7,92.6,0.0
2024-01-03 00:20:00+00,22.72,91.8,923.7056,1.252,266.6,132.4,0.0
2024-01-03 00:30:00+00,22.84,91.3,923.711,0.745,247.6,188.3,0.0
2024-01-03 00:40:00+00,23.12,91.0,923.9561,0.059,182.5,155.1,0.0
2024-01-03 00:50:00+00,23.2,90.5,924.0879,0.577,255.0,204.0,0.0
2024-01-03 01:00:00+00,23.38,90.2,924.0369,0.969,251.3,198.7,0.2
2024-01-03 01:10:00+00,23.69,89.4,924.1047,0.526,229.7,245.5,0.0
2024-01-03 01:20:00+00,23.84,88.2,924.1116,0.371,208.5,161.7,0.0
2024-01-03 01:30:00+00,23.86,86.4,924.2005,0.863,272.7,199.2,0.0
2024-01-03 01:40:00+00,24.19,85.3,924.0958,0.688,251.0,278.3,0.0
2024-01-03 01:50:00+00,24.43,83.6,924.017,0.902,256.3,238.7,0.0
2024-01-03 02:00:00+00,24.37,83.4,923.9753,1.004,258.5,189.6,0.0
2024-01-03 02:10:00+00,24.31,83.9,923.9597,1.051,254.1,136.2,0.0
2024-01-03 02:20:00+00,24.13,84.5,924.0348,1.165,247.7,85.2,0.0
2024-01-03 02:30:00+00,23.91,84.7,923.9734,1.319,256.6,157.3,0.0
2024-01-03 02:40:00+00,24.21,83.9,923.9678,1.175,269.6,328.6,0.0
2024-01-03 02:50:00+00,24.5,82.3,924.0081,0.692,242.4,365.8,0.0
2024-01-03 03:00:00+00,24.9,80.8,923.8525,1.276,256.7,423.1,0.2
2024-01-03 03:10:00+00,25.13,79.48,923.7659,1.06,284.0,451.7,0.0
2024-01-03 03:20:00+00,25.47,78.48,923.7552,0.83,251.3,524.0,0.0
2024-01-03 03:30:00+00,25.77,77.4,923.8248,0.85,262.4,510.8,0.0
2024-01-03 03:40:00+00,26.46,76.26,923.6625,0.759,232.9,649.7,0.0
2024-01-03 03:50:00+00,26.77,73.02,923.6224,0.978,262.6,642.3,0.0
2024-01-03 04:00:00+00,27.08,72.25,923.4887,0.72,236.1,545.3,0.0
2024-01-03 04:10:00+00,27.15,71.49,923.3246,0.798,245.3,632.3,0.0
2024-01-03 04:20:00+00,27.28,70.06,923.1742,1.114,194.3,450.3,0.0
2024-01-03 04:30:00+00,27.28,70.83,922.9903,1.488,260.0,350.3,0.2
