date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 02:10:00+00,30.05,77.63,1002.6,0.899,98.3,553.1,0.0
2024-01-02 02:20:00+00,30.39,76.86,1002.6,0.586,127.4,638.9,0.0
2024-01-02 02:30:00+00,30.94,72.77,1002.52,1.074,100.2,768.1,0.0
2024-01-02 02:40:00+00,31.47,70.29,1002.48,0.676,98.5,819.0,0.0
2024-01-02 02:50:00+00,32.03,66.03,1002.335,0.815,139.4,757.7,0.0
2024-01-02 03:00:00+00,32.13,64.75,1002.245,0.67,158.9,812.0,0.0
2024-01-02 03:10:00+00,32.66,63.76,1002.2,0.818,114.3,926.0,0.2
2024-01-02 03:20:00+00,32.72,62.9,1002.1,0.991,114.6,948.0,0.0
2024-01-02 03:30:00+00,33.07,63.2,1001.945,0.836,118.7,923.0,0.0
2024-01-02 03:40:00+00,33.02,62.23,1001.895,1.471,121.1,953.0,0.0
2024-01-02 03:50:00+00,32.93,61.52,1001.8,1.089,106.8,915.0,0.0
2024-01-02 04:00:00+00,32.87,62.04,1001.725,1.27,106.3,868.0,0.0
2024-01-02 04:10:00+00,32.93,60.41,1001.475,0.999,91.9,1020.0,0.0
2024-01-02 04:20:00+00,33.6,60.88,1001.265,0.726,181.1,1069.0,0.0
2024-01-02 04:30:00+00,34.16,58.68,1001.11,0.722,84.1,1099.0,0.0
2024-01-02 04:40:00+00,34.33,56.17,1000.875,0.7,164.2,1109.0,0.0
2024-01-02 04:50:00+00,34.49,60.54,1000.79,1.163,118.0,770.0,0.0
2024-01-02 05:00:00+00,34.03,62.65,1000.685,0.823,97.6,854.0,0.0
2024-01-02 05:10:00+00,34.55,59.6,1000.53,0.971,100.2,1019.0,0.0
2024-01-02 05:20:00+00,34.42,58.08,1000.3,0.922,120.3,1132.0,0.0
2024-01-02 05:30:00+00,34.26,61.86,1000.06,1.031,74.65,548.2,0.0
2024-01-02 05:40:00+00,32.82,65.79,999.9899,1.067,54.0,208.3,0.0
2024-01-02 05:50:00+00,31.98,68.92,999.885,0.803,128.0,143.9,0.0
2024-01-02 06:00:00+00,31.72,71.38,999.815,0.822,70.03,169.6,0.0
2024-01-02 06:10:00+00,31.9,71.19,999.5999,0.71,172.6,360.7,0.0
2024-01-02 06:20:00+00,32.18,69.95,999.4699,0.955,264.4,218.9,0.0
2024-01-02 06:30:00+00,31.67,71.2,999.405,0.813,243.5,140.0,0.0
2024-01-02 06:40:00+00,31.25,72.26,999.43,1.146,247.0,299.8,0.0
2024-01-02 06:50:00+00,31.38,72.0,999.435,1.174,243.4,410.0,0.0
2024-01-02 07:00:00+00,31.56,70.64,999.425,1.213,248.1,422.8,0.0
